2026-08-28 14:09:08	converted	80s	discovered_004_All-in-One-Current-Affairs-Booster-5th-to-15th-January-2026.pdf
2026-08-28 14:10:39	converted	91s	discovered_005_CurrentTap-1st-to-7th-Feburary-2026.pdf
2026-08-28 14:11:13	converted	35s	discovered_006_CurrentTap-1st-to-7th-March-2026.pdf
2026-08-28 14:12:16	converted	62s	discovered_007_CurrentTap-1st-to-7th-January-2026-1.pdf
2026-08-28 14:12:34	converted	19s	discovered_011_ifsca-information-handout-english.pdf
2026-08-28 14:12:52	converted	17s	discovered_012_ifsca-information-handout-hindi.pdf
2026-08-28 14:13:16	converted	24s	discovered_013_ifsca-phase-2-info-handout-english.pdf
2026-08-28 14:14:00	converted	44s	discovered_014_ifsca-phase-2-info-handout-hindi.pdf
2026-08-28 14:14:42	converted	42s	discovered_015_IFSCA-Grade-A-Syllabus.pdf
2026-08-28 14:15:28	converted	46s	discovered_016_IFSCA_Grade_A_2024_Memory_Based_Phase_1-Question_Paper_1.pdf
2026-08-28 14:15:45	converted	16s	discovered_017_IFSCA_Grade_A_2024_Memory_Based_Phase_2_Question-Paper_1.pdf
2026-08-28 14:15:49	converted	4s	discovered_020_IFSCAGENERAL.pdf
2026-08-28 14:15:59	converted	10s	discovered_021_IFSCALEGAL.pdf
2026-08-28 14:16:18	converted	19s	discovered_022_IFSCA_Grade_A_2022_Phase_1_Paper_2_ixamBee.pdf
2026-08-28 14:16:36	converted	18s	discovered_022_ahmedabad.pdf
2026-08-28 14:16:56	converted	21s	discovered_023_AJMER_RESULT.pdf
2026-08-28 14:18:01	converted	64s	discovered_023_IFSCA_Grade_A_2023_Phase_1_Paper_1_Shift_1_ixamBee.pdf
2026-08-28 14:18:25	converted	25s	discovered_024_IFSCA_Grade_A_2023_Phase_1_Paper_2_ixamBee.pdf
2026-08-28 14:18:56	converted	31s	discovered_024_allahabad.pdf
